
Sense HAT Test Program ...

Raspberry UTC Start2021-10-23 21:29:04.615086
UTC Current Time, roll, Pitch, Yaw, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
2021-10-23 21:29:04.911366 , -1.8353030, -7.2927323, -169.3287701, 0.2367554, -0.3984375, 0.9837646, -0.1219512, -0.0304878, 0.0000000, -94.7500000, -260.8750000, -89.3750000
2021-10-23 21:29:05.207716 , -3.7161516, -13.1507122, -158.0684796, 0.2380981, -0.3970947, 0.9858398, -0.1219512, -0.2134146, 0.0914634, -96.0000000, -261.2500000, -90.5000000
2021-10-23 21:29:05.504024 , -5.8518848, -17.5189684, -146.6300670, 0.2377319, -0.3997192, 0.9865112, -0.1524390, 0.0609756, 0.0914634, -101.6250000, -260.0000000, -89.5000000
2021-10-23 21:29:05.799921 , -8.1188369, -20.4032322, -135.5021196, 0.2415771, -0.4003296, 0.9895630, -0.0914634, -0.2743902, 0.0304878, -97.2500000, -260.8750000, -90.8750000
2021-10-23 21:29:06.096417 , -10.2245135, -22.0189171, -125.0621669, 0.2363281, -0.4039917, 0.9800415, 5.8231707, -0.6707317, -0.6707317, -97.5000000, -260.2500000, -91.2500000
2021-10-23 21:29:06.392666 , -12.5838157, -22.7057341, -115.5025384, 0.2402954, -0.4004517, 0.9851074, -2.1036585, -0.8536585, 0.7926829, -100.1250000, -254.2500000, -90.6250000
2021-10-23 21:29:06.689362 , -14.5342670, -22.5139769, -107.1806613, 0.2391357, -0.3969727, 0.9848022, -0.3353659, -0.1829268, 0.0609756, -99.7500000, -257.2500000, -91.5000000
2021-10-23 21:29:06.985831 , -16.1882859, -21.8806099, -99.9884890, 0.2388306, -0.3975220, 0.9847412, -0.0609756, 0.0000000, 0.1219512, -101.6250000, -252.3750000, -90.8750000
2021-10-23 21:29:07.282818 , -17.5253358, -20.8884170, -94.0414209, 0.2380981, -0.3980713, 0.9849243, -0.0914634, -0.1829268, 0.0609756, -99.1250000, -254.7500000, -90.2500000
2021-10-23 21:29:07.600503 , -18.5831961, -19.8531958, -89.1127902, 0.2384644, -0.3967896, 0.9837036, -0.0609756, 0.1829268, 0.1219512, -103.2500000, -257.5000000, -94.0000000
2021-10-23 21:29:07.905767 , -19.3898441, -18.7063427, -85.1501648, 0.2369995, -0.3976440, 0.9849854, -0.1524390, 0.2439024, 0.0609756, -99.0000000, -257.2500000, -88.2500000
2021-10-23 21:29:08.202157 , -20.0058543, -17.6496118, -82.0345978, 0.2354736, -0.3981934, 0.9867554, -0.1219512, 0.0000000, 0.0304878, -96.8750000, -255.7500000, -88.6250000
2021-10-23 21:29:08.518972 , -20.4868356, -16.7594564, -79.3364821, 0.2339478, -0.3980713, 0.9869995, -0.0914634, -0.5182927, 0.1219512, -103.7500000, -259.6250000, -90.0000000
2021-10-23 21:29:08.824017 , -20.8579319, -16.0350898, -77.2166070, 0.2371826, -0.3976440, 0.9852295, -0.0914634, -0.4878049, 0.1524390, -101.1250000, -253.3750000, -89.3750000
2021-10-23 21:29:09.159040 , -21.1333963, -15.4230883, -75.6098953, 0.2387085, -0.3978271, 0.9866333, -0.1524390, -0.4268293, 0.0304878, -100.0000000, -255.2500000, -89.7500000
