
Sense HAT Test Program ...

Raspberry UTC Start2021-10-23 20:11:22.377371
UTC Current Time, roll, Pitch, Yaw, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
2021-10-23 20:11:55.604706 , -25.8297106, -4.1684598, -45.5085417, 0.0368042, -0.5591431, 0.9553833, 0.4268293, 0.5182927, 0.0304878, -186.2500000, -204.1250000, -94.2500000
2021-10-23 20:11:55.921170 , -26.7930064, -3.6364916, -46.5067412, 0.0358276, -0.5594482, 0.9541626, 0.2743902, 0.2439024, 0.0000000, -186.2500000, -203.6250000, -94.6250000
2021-10-23 20:11:56.226204 , -27.5941998, -3.2213290, -47.2440640, 0.0347290, -0.5627441, 0.9581299, -0.2439024, 0.2439024, 0.0304878, -188.0000000, -204.2500000, -94.2500000
2021-10-23 20:11:56.518647 , -28.1881326, -2.9089805, -47.7921274, 0.0360718, -0.5615234, 0.9567261, 0.3658537, 0.3658537, 0.0000000, -189.2500000, -202.6250000, -97.2500000
2021-10-23 20:11:56.815352 , -28.7164929, -2.6640957, -48.2047746, 0.0356445, -0.5637817, 0.9578857, -0.5487805, 0.3353659, 0.0609756, -188.7500000, -202.2500000, -95.7500000
2021-10-23 20:11:57.111656 , -29.0849412, -2.4702633, -48.4914891, 0.0350952, -0.5632324, 0.9567261, 0.3658537, 0.2134146, 0.0304878, -189.2500000, -199.5000000, -98.8750000
2021-10-23 20:11:57.408731 , -29.3724763, -2.3129193, -48.7288794, 0.0343628, -0.5607910, 0.9549561, 0.1829268, 0.3048780, 0.0000000, -190.0000000, -203.8750000, -94.1250000
2021-10-23 20:11:57.705077 , -29.6253111, -2.1852370, -48.9616786, 0.0338745, -0.5626831, 0.9553223, -0.0914634, 0.2439024, -0.0304878, -188.7500000, -201.7500000, -98.0000000
2021-10-23 20:11:58.001519 , -29.8569738, -2.1158527, -49.1790439, 0.0360107, -0.5647583, 0.9558716, -0.4268293, 0.0914634, -0.0304878, -188.6250000, -203.1250000, -98.2500000
2021-10-23 20:11:58.296904 , -30.0639822, -2.0585791, -49.4897821, 0.0352783, -0.5682373, 0.9545898, -0.0304878, 0.0304878, 0.0304878, -186.2500000, -206.2500000, -98.1250000
2021-10-23 20:11:58.593122 , -30.2061109, -2.0090691, -49.5584528, 0.0360718, -0.5674438, 0.9548950, 0.0609756, 0.2134146, 0.0000000, -188.7500000, -204.0000000, -94.8750000
2021-10-23 20:11:58.889278 , -30.3100914, -1.9558470, -49.6858234, 0.0353394, -0.5689087, 0.9556885, 0.4268293, 0.3963415, -0.0304878, -188.6250000, -204.5000000, -98.5000000
2021-10-23 20:11:59.185983 , -30.3907033, -1.9102137, -49.6205255, 0.0348511, -0.5679932, 0.9539795, 0.3658537, 0.2439024, -0.0304878, -188.5000000, -198.8750000, -96.1250000
2021-10-23 20:11:59.484360 , -30.4326619, -1.8761982, -49.5888458, 0.0352173, -0.5661621, 0.9547119, 0.3658537, 0.3048780, 0.0000000, -191.8750000, -203.6250000, -97.2500000
2021-10-23 20:11:59.780543 , -30.4634221, -1.8593527, -49.7554160, 0.0359497, -0.5656128, 0.9547119, 0.4268293, 0.4268293, 0.0304878, -186.2500000, -204.6250000, -96.2500000
2021-10-23 20:12:00.076874 , -30.5063252, -1.8109732, -49.6758240, 0.0332642, -0.5661011, 0.9544678, 0.0000000, 0.3658537, -0.0304878, -191.0000000, -202.1250000, -96.2500000
2021-10-23 20:12:00.373164 , -30.5541759, -1.7923744, -49.6600417, 0.0339966, -0.5671387, 0.9541016, 0.0000000, 0.1524390, -0.0304878, -189.3750000, -203.0000000, -94.8750000
2021-10-23 20:12:00.669504 , -30.6055543, -1.7880986, -49.7943987, 0.0344849, -0.5690918, 0.9539185, 0.2134146, 0.1524390, -0.0304878, -184.6250000, -201.0000000, -97.5000000
2021-10-23 20:12:00.965568 , -30.6495616, -1.7609474, -49.8699098, 0.0327148, -0.5693359, 0.9541626, 0.1219512, 0.1829268, 0.0000000, -186.0000000, -201.6250000, -97.6250000
2021-10-23 20:12:01.261989 , -30.6740447, -1.7610124, -49.9208569, 0.0347900, -0.5680542, 0.9538574, 0.0914634, 0.2134146, 0.0000000, -186.1250000, -201.0000000, -98.2500000
2021-10-23 20:12:01.558240 , -30.6986037, -1.7528308, -49.9298165, 0.0343018, -0.5689697, 0.9537354, 0.1524390, 0.2439024, 0.0000000, -185.8750000, -199.3750000, -98.1250000
2021-10-23 20:12:01.854893 , -30.6976426, -1.7452175, -50.0280807, 0.0344849, -0.5670166, 0.9533081, 0.2743902, 0.3963415, 0.0000000, -185.6250000, -201.7500000, -99.7500000
2021-10-23 20:12:02.151537 , -30.6967322, -1.7585742, -50.1209117, 0.0360107, -0.5681152, 0.9551392, 0.2743902, 0.3353659, -0.0304878, -186.2500000, -202.6250000, -100.8750000
